feature,tau_s,median_jump,median_ctrl,cliffs_delta,n_jump,n_ctrl
l1_bid_usd,-5.8,60.329994201660156,176.9399871826172,-0.2177906976744186,430,380
l1_bid_usd,-5.6,52.750003814697266,166.0015106201172,-0.22033047735618116,430,380
l1_bid_usd,-5.4,55.71400451660156,179.9999542236328,-0.223531211750306,430,380
l1_bid_usd,-5.2,50.0,170.93999481201172,-0.22257037943696445,430,380
l1_bid_usd,-5.0,44.75,166.7515106201172,-0.22183598531211746,430,380
l1_bid_usd,-4.8,40.354997634887695,176.9399871826172,-0.23228274173806607,430,380
l1_bid_usd,-4.6,40.99590301513672,176.9399871826172,-0.22612607099143212,430,380
l1_bid_usd,-4.4,40.99590301513672,171.9000244140625,-0.24197674418604653,430,380
l1_bid_usd,-4.2,41.300004959106445,166.7515106201172,-0.23752753977968177,430,380
l1_bid_usd,-4.0,40.514997482299805,176.9399871826172,-0.24522031823745405,430,380
l1_bid_usd,-3.8,36.80999946594238,156.74998474121094,-0.25615667074663406,430,380
l1_bid_usd,-3.6,35.23500061035156,157.70997619628906,-0.25720930232558137,430,380
l1_bid_usd,-3.4,30.82499885559082,179.9999542236328,-0.30268053855569155,430,380
l1_bid_usd,-3.2,28.149999618530273,170.93999481201172,-0.31695838433292534,430,380
l1_bid_usd,-3.0,22.769999504089355,164.54651641845703,-0.3277478580171359,430,380
l1_bid_usd,-2.8,20.340002059936523,160.7549819946289,-0.33020807833537336,430,380
l1_bid_usd,-2.6,20.000001907348633,167.75,-0.3331946144430844,430,380
l1_bid_usd,-2.4,18.5,164.54651641845703,-0.35586291309669527,430,380
l1_bid_usd,-2.2,17.679999351501465,166.5015411376953,-0.3706058751529988,430,380
l1_bid_usd,-2.0,16.359200477600098,164.54651641845703,-0.37826805385556916,430,380
l1_bid_usd,-1.8,13.059874534606934,167.75,-0.40771113831089356,430,380
l1_bid_usd,-1.6,12.124999046325684,160.7549819946289,-0.41564259485924115,430,380
l1_bid_usd,-1.4,14.42499828338623,166.5015411376953,-0.3970807833537332,430,380
l1_bid_usd,-1.2,10.649999141693115,160.7549819946289,-0.4237148102815177,430,380
l1_bid_usd,-1.0,10.000000953674316,156.74998474121094,-0.4397858017135863,430,380
l1_bid_usd,-0.8,10.000000953674316,164.54651641845703,-0.4572582619339045,430,380
